mysql> SELECT * FROM record;
+----------+------------+----------+---------------------+
| recordID | sensorData | sensorID | timestamp           |
|      179 |          8 | R6UKgE   | 2023-12-12 11:56:59 |
|      180 |         20 | rX0QBf   | 2023-12-12 11:56:59 |
|      181 |         93 | zyDKJr   | 2023-12-12 11:56:59 |
|      182 |         89 | W01y30   | 2023-12-12 11:56:59 |
|      183 |         70 | 0a8F7Q   | 2023-12-12 11:56:59 |
|      184 |         98 | dl2t6Q   | 2023-12-12 11:56:59 |
|      185 |         87 | vVgUjJ   | 2023-12-12 11:56:59 |
|      186 |         48 | QYHDMw   | 2023-12-12 11:56:59 |
|      187 |          1 | DnBrnz   | 2023-12-12 11:56:59 |
|      188 |         95 | ieZknR   | 2023-12-12 11:56:59 |
|      189 |         29 | hyyCjE   | 2023-12-12 11:56:59 |
|      190 |         62 | rdC508   | 2023-12-12 11:56:59 |
|      191 |          0 | Cum6HN   | 2023-12-12 11:56:59 |
|      192 |         21 | Tb81dX   | 2023-12-12 11:56:59 |
|      193 |          7 | qDCxZ0   | 2023-12-12 11:56:59 |
|      194 |         75 | 6s9luz   | 2023-12-12 11:56:59 |
|      195 |         49 | kxDMQN   | 2023-12-12 11:56:59 |
|      196 |         12 | npU4oS   | 2023-12-12 11:56:59 |
|      197 |         92 | rEVH5m   | 2023-12-12 11:56:59 |
|      198 |         58 | UaROtQ   | 2023-12-12 11:56:59 |
|      199 |         76 | Nf5VBy   | 2023-12-12 11:56:59 |
|      200 |         77 | ha4spM   | 2023-12-12 11:57:00 |
|      201 |         81 | Bs7SWQ   | 2023-12-12 11:57:00 |
|      202 |         51 | P0hz1W   | 2023-12-12 11:57:00 |
|      203 |         12 | iC0TFV   | 2023-12-12 11:57:00 |
|      204 |         98 | 4hZbhR   | 2023-12-12 11:57:00 |
|      205 |         54 | utFVMA   | 2023-12-12 11:57:00 |
|      206 |         57 | weOc5V   | 2023-12-12 11:57:00 |
|      207 |         23 | UFB07r   | 2023-12-12 11:57:00 |
|      208 |          5 | Bcbvk0   | 2023-12-12 11:57:00 |
|      209 |         55 | pINK1g   | 2023-12-12 11:57:00 |
|      210 |         81 | BEVYIz   | 2023-12-12 11:57:00 |
|      211 |         98 | DjplOR   | 2023-12-12 11:57:00 |
|      212 |         63 | K6Kb9J   | 2023-12-12 11:57:00 |
|      213 |         40 | hAPu6q   | 2023-12-12 11:57:00 |
|      214 |         96 | VuonY7   | 2023-12-12 11:57:00 |
|      215 |          9 | xw1YFg   | 2023-12-12 11:57:00 |
|      216 |         26 | iV9SSK   | 2023-12-12 11:57:00 |
|      217 |         83 | PhbUHP   | 2023-12-12 11:57:00 |
|      218 |          6 | B37noj   | 2023-12-12 11:57:00 |
|      219 |          2 | cgzxCo   | 2023-12-12 11:57:00 |
|      220 |         12 | 6skecj   | 2023-12-12 11:57:00 |
|      221 |         60 | SRBxZC   | 2023-12-12 11:57:00 |
|      222 |         37 | ufhW9e   | 2023-12-12 11:57:00 |
|      223 |         25 | nnvntS   | 2023-12-12 11:57:00 |
|      224 |         59 | U6VQm3   | 2023-12-12 11:57:00 |
|      225 |         94 | ocC6S3   | 2023-12-12 11:57:00 |
|      226 |         33 | HvwZzC   | 2023-12-12 11:57:00 |
|      227 |         43 | yGGJSZ   | 2023-12-12 11:57:00 |
|      228 |         96 | bHtTBe   | 2023-12-12 11:57:00 |
|      229 |         77 | O7f08H   | 2023-12-12 11:57:00 |
|      230 |         35 | QAelUz   | 2023-12-12 11:57:00 |
|      231 |         14 | j1KFvg   | 2023-12-12 11:57:00 |
|      232 |         44 | d4WdBe   | 2023-12-12 11:57:00 |
|      233 |         92 | 1ikFep   | 2023-12-12 11:57:00 |
|      234 |          7 | aVgQlj   | 2023-12-12 11:57:00 |
|      235 |         23 | 3GZcvz   | 2023-12-12 11:57:00 |
|      236 |         79 | QEHSys   | 2023-12-12 11:57:00 |
|      237 |         69 | XwFOCN   | 2023-12-12 11:57:00 |
|      238 |          1 | E1BEMF   | 2023-12-12 11:57:00 |
|      239 |         14 | VO7PkX   | 2023-12-12 11:57:01 |
|      240 |         11 | FklkMS   | 2023-12-12 11:57:01 |
|      241 |         86 | a8LWue   | 2023-12-12 11:57:01 |
|      242 |         68 | XSEpJ5   | 2023-12-12 11:57:01 |
|      243 |         80 | jA24dY   | 2023-12-12 11:57:01 |
|      244 |         15 | lLnPTy   | 2023-12-12 11:57:01 |
|      245 |         49 | wePudo   | 2023-12-12 11:57:01 |
|      246 |         18 | xsDia7   | 2023-12-12 11:57:01 |
|      247 |         92 | H2gQq6   | 2023-12-12 11:57:01 |
|      248 |         67 | rUgDtt   | 2023-12-12 11:57:01 |
|      249 |          2 | dP3zUI   | 2023-12-12 11:57:01 |
|      250 |         55 | XUYicr   | 2023-12-12 11:57:01 |
|      251 |         15 | doLIeR   | 2023-12-12 11:57:01 |
|      252 |         49 | sLWIw0   | 2023-12-12 11:57:01 |
|      253 |         69 | PifSX8   | 2023-12-12 11:57:01 |
|      254 |         21 | FEXsoJ   | 2023-12-12 11:57:01 |
|      255 |         39 | o0Mrcn   | 2023-12-12 11:57:01 |
|      256 |         12 | e2buDX   | 2023-12-12 11:57:01 |
|      257 |         52 | XLZBT4   | 2023-12-12 11:57:01 |
|      258 |         23 | H0ncs8   | 2023-12-12 11:57:01 |
|      259 |         81 | EHQTvs   | 2023-12-12 11:57:01 |
|      260 |         56 | xDWzvX   | 2023-12-12 11:57:01 |
|      261 |         71 | WIIKkx   | 2023-12-12 11:57:01 |
|      262 |         65 | 1qgygt   | 2023-12-12 11:57:01 |
|      263 |          7 | xrQ1Yu   | 2023-12-12 11:57:01 |
|      264 |         58 | jMHEdt   | 2023-12-12 11:57:01 |
|      265 |         95 | yfJkNh   | 2023-12-12 11:57:01 |
|      266 |         58 | VERNSY   | 2023-12-12 11:57:01 |
|      267 |         63 | Zfwkxa   | 2023-12-12 11:57:01 |
|      268 |         67 | juKr4h   | 2023-12-12 11:57:01 |
|      269 |         27 | 7yJtDi   | 2023-12-12 11:57:01 |
|      270 |         86 | fnk0P0   | 2023-12-12 11:57:01 |
|      271 |         41 | yOzlRV   | 2023-12-12 11:57:01 |
|      272 |         97 | cWwme4   | 2023-12-12 11:57:01 |
|      273 |         39 | 7bi4AR   | 2023-12-12 11:57:01 |
|      274 |         60 | 1XO6aW   | 2023-12-12 11:57:01 |
|      275 |         45 | QMmcoL   | 2023-12-12 11:57:01 |
|      276 |         61 | 6vI8f2   | 2023-12-12 11:57:01 |
|      277 |         82 | jXHgWQ   | 2023-12-12 11:57:01 |
|      278 |         57 | kxlclX   | 2023-12-12 11:57:01 |
|      279 |         60 | jJRZm4   | 2023-12-12 11:57:02 |
|      280 |         85 | ADcwYK   | 2023-12-12 11:57:02 |
|      281 |         85 | 3BBbm9   | 2023-12-12 11:57:02 |
|      282 |         27 | 8Nehan   | 2023-12-12 11:57:02 |
|      283 |         11 | jadrKV   | 2023-12-12 11:57:02 |
|      284 |          4 | UN4kg6   | 2023-12-12 11:57:02 |
|      285 |          3 | 3FWU6n   | 2023-12-12 11:57:02 |
|      286 |         39 | ik1eX3   | 2023-12-12 11:57:02 |
|      287 |         53 | Wfs3fu   | 2023-12-12 11:57:02 |
|      288 |         52 | NfpxSj   | 2023-12-12 11:57:02 |
|      289 |         34 | Wf9NIV   | 2023-12-12 11:57:02 |
|      290 |         80 | E6hKh6   | 2023-12-12 11:57:02 |
|      291 |         13 | 20YO5f   | 2023-12-12 11:57:02 |
|      292 |         90 | 8zQKE5   | 2023-12-12 11:57:02 |
|      293 |         97 | kcz4gy   | 2023-12-12 11:57:02 |
|      294 |         46 | Oh4jcb   | 2023-12-12 11:57:02 |
|      295 |         67 | h8w9Wl   | 2023-12-12 11:57:02 |
|      296 |         96 | PqkLP0   | 2023-12-12 11:57:02 |
|      297 |         65 | hUfpWE   | 2023-12-12 11:57:02 |
|      298 |         51 | 23PH8J   | 2023-12-12 11:57:02 |
|      299 |         74 | aLxhHU   | 2023-12-12 11:57:02 |
|      300 |         19 | r3T6j1   | 2023-12-12 11:57:02 |
|      301 |         25 | WPR1zW   | 2023-12-12 11:57:02 |
|      302 |          4 | mopeh5   | 2023-12-12 11:57:02 |
|      303 |         63 | eEpcdL   | 2023-12-12 11:57:02 |
|      304 |         36 | IvnZm4   | 2023-12-12 11:57:02 |
|      305 |         89 | vVpfA4   | 2023-12-12 11:57:02 |
|      306 |         62 | 0Oca2r   | 2023-12-12 11:57:02 |
|      307 |         54 | 8kOcN1   | 2023-12-12 11:57:02 |
|      308 |         86 | QCmnVz   | 2023-12-12 11:57:02 |
|      309 |         48 | 7rWqc9   | 2023-12-12 11:57:02 |
|      310 |         47 | B3ppHp   | 2023-12-12 11:57:02 |
|      311 |         99 | zFrxP5   | 2023-12-12 11:57:02 |
|      312 |         63 | sXC7nM   | 2023-12-12 11:57:02 |
|      313 |         78 | 7ak4r4   | 2023-12-12 11:57:02 |
|      314 |         61 | u3CTWQ   | 2023-12-12 11:57:02 |
|      315 |         24 | t5nRAE   | 2023-12-12 11:57:02 |
|      316 |         22 | gyCwj2   | 2023-12-12 11:57:02 |
|      317 |         43 | wEztCK   | 2023-12-12 11:57:02 |
|      318 |         28 | UEtcwV   | 2023-12-12 11:57:03 |
|      319 |         43 | iBRAx4   | 2023-12-12 11:57:03 |
|      320 |         69 | VwjZUJ   | 2023-12-12 11:57:03 |
|      321 |         70 | 1BBm41   | 2023-12-12 11:57:03 |
|      322 |         35 | wBPe38   | 2023-12-12 11:57:03 |
|      323 |         88 | pSZwjG   | 2023-12-12 11:57:03 |
|      324 |         94 | Ey1qV8   | 2023-12-12 11:57:03 |
|      325 |         11 | DIpv7R   | 2023-12-12 11:57:03 |
|      326 |         33 | ZIam7O   | 2023-12-12 11:57:03 |
|      327 |         32 | YKvesi   | 2023-12-12 11:57:03 |
|      328 |          2 | APk2d9   | 2023-12-12 11:57:03 |
|      329 |         96 | W7moFB   | 2023-12-12 11:57:03 |
|      330 |         55 | BgcqMa   | 2023-12-12 11:57:03 |
|      331 |         34 | HOPwn8   | 2023-12-12 11:57:03 |
|      332 |         22 | FgW3T4   | 2023-12-12 11:57:03 |
|      333 |         22 | V34HYe   | 2023-12-12 11:57:03 |
|      334 |         21 | sEqTKq   | 2023-12-12 11:57:03 |
|      335 |         39 | lryS3d   | 2023-12-12 11:57:03 |
|      336 |         90 | gbyMfk   | 2023-12-12 11:57:03 |
|      337 |         77 | ZcpK3i   | 2023-12-12 11:57:03 |
|      338 |         97 | SmZaQd   | 2023-12-12 11:57:03 |
|      339 |         99 | puOyLc   | 2023-12-12 11:57:03 |
|      340 |         34 | EdhJeF   | 2023-12-12 11:57:03 |
|      341 |          3 | iOM7Q2   | 2023-12-12 11:57:03 |
|      342 |         21 | KaMqkz   | 2023-12-12 11:57:03 |
|      343 |         44 | 1D5eVH   | 2023-12-12 11:57:03 |
|      344 |         88 | wKEYLJ   | 2023-12-12 11:57:03 |
|      345 |          1 | OdEWRh   | 2023-12-12 11:57:03 |
|      346 |          7 | v7o37Y   | 2023-12-12 11:57:03 |
|      347 |         17 | hmv6Po   | 2023-12-12 11:57:03 |
|      348 |         32 | yWySu3   | 2023-12-12 11:57:03 |
|      349 |         24 | 5C2JFu   | 2023-12-12 11:57:03 |
|      350 |         15 | kBaEyo   | 2023-12-12 11:57:03 |
|      351 |         47 | tbFznY   | 2023-12-12 11:57:03 |
|      352 |         77 | 0dsoZO   | 2023-12-12 11:57:03 |
|      353 |         56 | hFAa6q   | 2023-12-12 11:57:03 |
|      354 |         14 | zL1Ka2   | 2023-12-12 11:57:03 |
|      355 |         30 | zezQf2   | 2023-12-12 11:57:03 |
|      356 |         77 | qRxgSN   | 2023-12-12 11:57:03 |
|      357 |         14 | FrqMXP   | 2023-12-12 11:57:04 |
|      358 |         54 | T5kiGa   | 2023-12-12 11:57:04 |
|      359 |         94 | H2S44i   | 2023-12-12 11:57:04 |
|      360 |         72 | a8OoNb   | 2023-12-12 11:57:04 |
|      361 |          3 | vON032   | 2023-12-12 11:57:04 |
|      362 |          0 | QHdxCl   | 2023-12-12 11:57:04 |
|      363 |         44 | 7lkCb3   | 2023-12-12 11:57:04 |
|      364 |         66 | 69447I   | 2023-12-12 11:57:04 |
|      365 |         40 | JHB4jf   | 2023-12-12 11:57:04 |
|      366 |         39 | d7lREo   | 2023-12-12 11:57:04 |
|      367 |         35 | 4AH1JR   | 2023-12-12 11:57:04 |
|      368 |         37 | LIPFHI   | 2023-12-12 11:57:04 |
|      369 |         27 | DeFcK7   | 2023-12-12 11:57:04 |
|      370 |          2 | TcPU91   | 2023-12-12 11:57:04 |
|      371 |         40 | BdDvBa   | 2023-12-12 11:57:04 |
|      372 |         53 | bPGKok   | 2023-12-12 11:57:04 |
|      373 |         51 | TQEmU9   | 2023-12-12 11:57:04 |
|      374 |         54 | u6hc6U   | 2023-12-12 11:57:04 |
|      375 |         10 | 5LmwNP   | 2023-12-12 11:57:04 |
|      376 |         36 | eN3ftx   | 2023-12-12 11:57:04 |
|      377 |         69 | HFUqlm   | 2023-12-12 11:57:04 |
|      378 |         37 | 4mLogS   | 2023-12-12 11:57:04 |
|      379 |          4 | dDb6cl   | 2023-12-12 11:57:04 |
|      380 |         17 | P19UC0   | 2023-12-12 11:57:04 |
|      381 |         27 | VnBqRj   | 2023-12-12 11:57:04 |
|      382 |         29 | 2w6WGH   | 2023-12-12 11:57:04 |
|      383 |         95 | MonNPo   | 2023-12-12 11:57:04 |
|      384 |         84 | Ry1vnY   | 2023-12-12 11:57:04 |
|      385 |         67 | PM0BXr   | 2023-12-12 11:57:04 |
|      386 |         47 | EBmvXi   | 2023-12-12 11:57:04 |
|      387 |         41 | rOc12q   | 2023-12-12 11:57:04 |
|      388 |         43 | HCdm02   | 2023-12-12 11:57:04 |
|      389 |         27 | dOKTqB   | 2023-12-12 11:57:04 |
|      390 |         54 | bSXGha   | 2023-12-12 11:57:04 |
|      391 |         21 | 2g2jU5   | 2023-12-12 11:57:04 |
|      392 |         61 | KjEfLF   | 2023-12-12 11:57:04 |
|      393 |         48 | AxZB9A   | 2023-12-12 11:57:04 |
|      394 |         52 | nZqoFe   | 2023-12-12 11:57:04 |
|      395 |         70 | NcFDgy   | 2023-12-12 11:57:04 |
|      396 |         79 | ZtKzCe   | 2023-12-12 11:57:04 |
|      397 |         11 | bJVB4I   | 2023-12-12 11:57:05 |
|      398 |         19 | 36beVq   | 2023-12-12 11:57:05 |
|      399 |         64 | rs92sE   | 2023-12-12 11:57:05 |
|      400 |         19 | y04njE   | 2023-12-12 11:57:05 |
|      401 |         23 | JGeJfX   | 2023-12-12 11:57:05 |
|      402 |         96 | 7v1Ys1   | 2023-12-12 11:57:05 |
|      403 |         28 | bfjqxg   | 2023-12-12 11:57:05 |
|      404 |         62 | PIAbzs   | 2023-12-12 11:57:05 |
|      405 |          3 | GX0et2   | 2023-12-12 11:57:05 |
|      406 |         97 | xPNsaD   | 2023-12-12 11:57:05 |
|      407 |         29 | qs7qxe   | 2023-12-12 11:57:05 |
|      408 |         66 | SkLvR9   | 2023-12-12 11:57:05 |
|      409 |         20 | grLKez   | 2023-12-12 11:57:05 |
|      410 |         50 | wrrR43   | 2023-12-12 11:57:05 |
|      411 |         53 | 5uejMa   | 2023-12-12 11:57:05 |
|      412 |         51 | 7e4PnD   | 2023-12-12 11:57:05 |
|      413 |         94 | 4Cu8T4   | 2023-12-12 11:57:05 |
|      414 |          2 | WrlgHA   | 2023-12-12 11:57:05 |
|      415 |         91 | BrUuLZ   | 2023-12-12 11:57:05 |
|      416 |         90 | lX1i1T   | 2023-12-12 11:57:05 |
|      417 |         59 | cmR6Mc   | 2023-12-12 11:57:05 |
|      418 |          6 | u4zejI   | 2023-12-12 11:57:05 |
|      419 |         30 | Q85iqN   | 2023-12-12 11:57:05 |
|      420 |         44 | ZA2bnU   | 2023-12-12 11:57:05 |
